LP	source	translation	reference	HUMAN_score	sentBLEU
de-en	포르투갈 공군 P-3C 오리온 비행기가 엄청나게 낮아졌다	a portuguese-based p-3c orion aircraft of the air force put down an incredible storm flight	a portuguese air force p-3c orion plane swooped in incredibly low	-1.1379495267115	0.142478
de-en	주 텔레비전에서 푸틴 대통령과의 만남에서, 두 남자는 자신의 요청에 따라 교직원 장이 물러 났다고 주장했다.	at a meeting with president putin , broadcast on television , both men claimed the stabbing would resign on their own request .	in a meeting with president putin shown on state television both men claimed that the chief of staff was stepping down at his own request .	-1.1236925563288	0.278687
de-en	누군가 오늘이 사람들을 지켜보고있었습니다.	someone woke up today about these men .	someone was watching over these guys today .	-1.11924828163556	0.201649
de-en	남성 팀원들을 위해 요리 한 여성 팀과 신선한 구운 파이는 아침, 점심 및 저녁에 제공되었습니다.	teams of women coined for male feldarmen and it was served with freshly baked pastes for breakfast , lunch and dinner .	teams of women cooked for male farmworkers , and fresh-baked pie was served at breakfast , lunch and dinner .	-1.11915403260427	0.360766
de-en	2015 년 베이징 세계 선수권 대회에서 전국 육상 선수들이 가장 많은 메달을 획득했다.	the light athletes of the country won most medals at the wm 2015 in peking .	the country &apos;s track and field athletes won the most medals at the 2015 world championships in beijing .	-1.10800857069783	0.238308
de-en	지난 몇 개월 동안 나는 더 이상 독일에서 처음으로 안전하다고 생각하지 않았습니다.	i don &apos;t feel in the last few months , for the first time , certainly in germany .	over the past few months , i have no longer felt safe in germany for the first time .	-1.1074249880675902	0.281291
de-en	그녀는 2008 년 올림픽에서 결승에 진출하지 못했다.	you missed the olympics in 2008 , because they could not qualify for the squad .	she missed out on the 2008 olympics when she did not make the cut for the final roster .	-1.09950777423858	0.110456
de-en	미스터 코는 몇 초, 3 분 동안 돌아갔다.	coe took a hit three times .	mr. coe went back for seconds , and thirds .	-1.09152568158111	0.133914
de-en	실무 그룹의 Regine Kunde는 자원 봉사자들이 Deuschle이 어려움을 겪고있는 사람을 돕기 위해 모두의 대가로 일할 수있게 된 것에 대해 감사하다고 말했습니다.	regine &apos;s client from the working group suggests that the volunteers are more than thankful that deuschle is now there , the egg legend woolly trades , which has above all a problem .	regine kunde from the working group said that the volunteers are more than grateful that deuschle is now available to work as a jack-of-all-trades to help anyone experiencing difficulties .	-1.0864211885566	0.310391
de-en	메 클렌 부르크 포어 포메 른 주민들은 2016 년 9 월 4 일, 선거일 및 공휴일 마지막 날까지 사람들과상의없이 한 번 더 선거를 치러야합니다.	until september 4 , 2016 , the election and final day of the day , mecklenburg-vorpommern will have to leave the race just short of the people .	until 4 september 2016 , election day and the last day of the holidays , people in mecklenburg-vorpommern must put up with one more election without the people being consulted .	-1.08475640059434	0.11976
de-en	우울증의 우울한 음식,``사각 식사 ''	the depressing meal of the economic crisis in a rich meal	the depressing food of the depression , in &quot; a square meal &quot;	-1.04497995469943	0.176761
de-en	시험 준비를 전혀 할 필요가 없습니다.	for the investigation to prepare one does not have itself actually .	you don &apos;t have to prepare for the examination at all .	-1.03349779275628	0.187036
de-en	만약 그들이 독일에 도착하자마자 이것이 멈추었다 고 생각한다면 틀렸다고 Bahr은 말한다.	who thinks that the end as soon as they arrive in germany , tells bahr .	if you think that this stops as soon as they arrive in germany , you &apos;d be wrong , says bahr .	-1.0108609707209202	0.364847
de-en	Rigauer의 많은 새 건물은이 개발의 상징으로 여겨집니다. 이것은 깨진 창문이나 페인트 폭탄에 의해 산산이 부서지는 외관에서 분명합니다.	many of the buildings in riga are attacked as symbols of this development : they have inserted slices or freshly painted facades that were thrown at bags with the color .	many of the new buildings in rigauer are seen as symbols of this development : this is clear from their broken windows or freshly painted facades splattered by paint bombs .	-0.997247598572057	0.316316
de-en	그녀가 그린 포인트로 이사 한 후에도 여전히 트레킹을합니다.	even after they had moved to greenpoint , would you take the path up .	even after she moved to greenpoint , she would still make the trek .	-0.991710822698228	0.287879
de-en	특히, 혼자 사는 노인들은 자신 이외의 사람들에게 집중하는 방법을 연습 할 수 있습니다.	straight older humans , who live alone , practice in such a way , not to only concentrate on itself .	in particular , older people who live alone can practice how to focus on people other than themselves .	-0.9852186784501992	0.139245
de-en	후아힌의 폭발과 관련이있는 것 같습니다.	you go from a connection with the explosions in hua hin , it was said .	there is apparently a connection with the explosions in hua hin .	-0.96210618387129	0.492479
de-en	세 사람은 보트가 자력을 유지하면서 안전 수영을하기 위해 고군분투했다.	the three men had to swim the difficulties in security , while your boat from your own strength moving .	the three men struggled to swim to safety while their boat continued under its own power .	-0.958634122198454	0.153622
de-en	퇴거 후 집안의 침실 중 하나의 바닥에 더러운 매트리스가 남았습니다.	a dirty mattress that is left in one of the house &apos;s bedrooms after being deleted on the floor	a dirty mattress left on the floor of one of the bedrooms in the house after the eviction	-0.954769384903391	0.253474
de-en	실제 문제에 대한 광고는 침착하지 않습니다.	this is not cooperative advertising for one &apos;s own cause .	it &apos;s not calm advertisement for the actual matter at hand .	-0.9464712065754392	0.13078499999999998
de-en	민주당 상원 의원 해리 리드는 민주당 대통령 후보 힐러리 클린턴이 대통령으로 선출되면 메릭 갈랜드 판사를 대법원에 지명 할 것이라고 확신한다고 말했습니다.	harry reid , anführer of the democrats in the senate , is convinced that the presidency candidate of the democrats , hillary clinton will nominate the judge merrick garland for highest gericht .	senate democratic leader harry reid says he is convinced that democratic presidential candidate hillary clinton will nominate judge merrick garland to the supreme court if she is elected president .	-0.945836894919085	0.192551
de-en	케냐의 셰프 디 미션 인 스테판 아랍 소이 (Stephan Arap SOI)는``그 (안즈 라)는 도핑 검사에 가서 그가 퍼거슨 로티 치 (Ferguson Rotich)라고 주장했다.	he ( american ) has gone to the doping control station and has spent themselves as ferguson rotich , the test made and signed , &quot; explained kenyan chief executive de mission stephan arap soi .	&quot; he ( anzrah ) went to the doping check and alleged that he was ferguson rotich , handed in the sample , and signed for it , &quot; explained stephan arap soi , kenya &apos;s chef de mission .	-0.9403323479874092	0.15371
de-en	트럼프와 클린턴은 인프라에 대한 투자가 거의 필요하다고 말했다.	in the need to be invested , trump and clinton say almost eloquently .	there has to be investment in infrastructure , trump and clinton say almost verbatim .	-0.91259035350632	0.433534
de-en	이전 기록 보유자 인 212 년 된 그린란드 고래는 목에 120 년 된 작살 끝이 박혀있어 알래스카에서 잡혔습니다.	even the previous record holder , a 211-year-old greenland whale in whose bacon on the neck put a 120-year-old harpoon top , was caught off alaska .	the previous record holder , a 211-year-old greenland whale , in whose neck a 120-year-old harpoon tip was lodged , was caught off alaska .	-0.903606675562224	0.5608479999999999
de-en	그러나 Yougov의 결과는 사실입니까?	but are the results of yougov ?	but are yougov &apos;s results true ?	-0.8993718069368599	0.290715
de-en	정권 교체에 대한 깊은 우려가있는 모스크바를 위해 주어진 것입니다.	this is for moscow , mind you , as a matter of course , the self has to change a deep-seated fear of the regime .	mind you , that &apos;s a given for moscow which has its own deep-seated fear of regime change .	-0.89214432451996	0.156397
de-en	그녀는 폭력적인 행동에 대해 침착합니다. 94 번의 사람들은 그녀의 이웃이며, 그들과는 아무 관련이 없습니다.	which concerns acts of violence , she is appeasing : the people in the 94 are their neighbours , those that were not certainly .	she is calm about acts of violence : the people at number 94 are her neighbours , they certainly had nothing to do with it .	-0.8877835281161891	0.170998
de-en	Fietze는``저희는 낮잠을 자지 마십시오.	&quot; only please do not make a nap of lunch , &quot; says fietze .	&quot; just - please don &apos;t take an afternoon nap , &quot; says fietze .	-0.886414806879876	0.333448
de-en	룩셈부르크는 더블린과 같은 대규모 펀드 산업의 본거지이지만, 인프라는이를 가능하게합니다.	luxembourg is home to a large fund industry , but as well as dublin infrastructure .	while luxembourg is home to a large funds industry , like dublin , its infrastructure lets it down .	-0.874184888047058	0.343321
de-en	올해 4 번 가장 긴 던지는 여자는 금을 쳤다.	the four widest litters this year go to the account of the great gold favorite .	this year &apos;s four longest throws were by the woman tipped for gold .	-0.8668391300488449	0.125122
de-en	2008 년 올림픽에서 동메달도 철회되었지만 국제 스포츠 중재 재판소 (CAS)의 결정에 따라 그에게 돌아 왔습니다.	the also acknowledged bronze medal of the 2008 olympic games received cas because of a ruling by the international sports court .	his bronze medal from the 2008 olympics was also taken away , but it was returned to him following a decision by the international court of arbitration for sport , cas .	-0.851077071784717	0.101689
de-en	그들은 결승선이나 시작 벽뿐만 아니라 텔레비전 방송에서 또 다른 도발 선을 쫓고 있습니다 : 세계의 기록 또는 올림픽 기록.	they don &apos;t just hunt down the finishing line or the starting point , but also in the television broadcast , another hitch goal : the world or the olympics .	they are chasing not only the finish line or the starting wall but also , in the televised coverage , another taunting line : that of the world , or olympic , record .	-0.8436833895230359	0.163668
de-en	또한 일부 주요 시장에서는``경제 분위기가 바뀌어 ''구매가 감소했습니다.	in addition , in some core markets , there has been a reluctance to buy in some core markets .	in addition , some key markets saw &quot; changed economic climates &quot; , which led to fewer purchases .	-0.842670824605093	0.139245
de-en	푸틴 대통령이 권력을 잡았을 때, 그는 이바노프를 가장 신뢰하는 다섯 사람 중 한 사람으로 지명했다.	as putin to power called it arrived ivanov as one of five people , which he to most familiar .	when mr putin came to power , he named mr ivanov as one of the five people he trusted most .	-0.842272705043136	0.231512
de-en	여름 캠프의 다른 하이라이트로는 인근 연못에서의 낚시, 캠프 파이어 주변의 저녁 시간 및 결론적 인``갈라 밤 ''이 포함되었습니다.	other highlights of the leisure were fishing in a nearby pond , the evenings on fire and the final &quot; bunte evening . &quot;	other highlights of the summer camp included fishing in a nearby pond , spending the evenings around a campfire , and the concluding &quot; gala night &quot; .	-0.839105920880119	0.329022
de-en	동사는 베이글에 동일한 배포자를 사용하고 동일한 모델의 에스프레소 머신을 구입했습니다.	verb used the same distributor for the badge bought the same espresso model .	verb uses the same distributor for the bagels and bought the same model of espresso machine .	-0.8314633481688181	0.364657
de-en	29 세의 노인은 수술 후 심한 치통으로 고통 받았다고 말하면서 자신을 변호했습니다.	she had strong toothaches after surgery , defending the 29-year-old .	the 29-year-old defended herself by saying she had suffered with bad toothache after an operation .	-0.826669441838164	0.13015
de-en	그러나 인종 차별을 경험 한 관찰자들에게이 렌즈는 그들에게 허풍스러운 고정 관념을 상기시켰다.	but outsiders who have experienced racism reminded the filter of offending cliches .	but for observers who have experienced racism , the lens reminded them of hurtful stereotypes in action .	-0.8237117601995799	0.215206
de-en	주민들은 도망친 두 사람을 놀라게했다.	the resident surprised the two and suggested the unholy .	the residents surprised the two men , who fled .	-0.814446657791637	0.259654
de-en	녹색 손실은 8.7 %에서 6 %로 작은 손실에도 불구하고 슈 베린 지방 의회로 돌아갑니다.	the greens are hesitating , despite slight losses , with 6 per cent ( previously 8.7 per cent ) back in the weigh-in country day .	despite small losses ( from 8.7 percent to 6 percent ) , the greens will return to schwerin &apos;s regional parliament .	-0.8098940303279839	0.0850127
de-en	그들의 지배는 절대적이었습니다.이 모든 것이 39th Outing Unbeaten이었고, 다시는 전례가 없었습니다.	their dominance was absolutely , after all , their 39.ter unlagged commitment , which is also unprecedented .	their dominance was absolute , after all this was their 39th outing unbeaten , again unprecedented .	-0.8045653564436729	0.214792
de-en	Sven S.가 자동차로 여행 할 수 있기 때문에이 검색은 현재 독일 전역에서 진행되고 있습니다.	meanwhile , nationwide , because sven s. could be traveling by car .	this search is now happening across germany , because sven s. might be travelling by car .	-0.7890270701165341	0.269203
de-en	두 남자와 두 여자는 7 월 중순부터 여러 범죄를 저질렀으며, 집단적으로 범죄를 저지르고 특히 전문적인 방식으로 업무를 분담했습니다.	the two women and two men had committed since in the middle of july of this year several crimes and thereby arbeitsteilig and particularly professionally had at the community level , proceeded .	the two men and two women had committed multiple crimes since mid-july , and had committed the offences as a group , dividing up their work in a particularly professional way .	-0.788879477571612	0.0992499
de-en	트럼프는 선거 패배의 위협을 너무 심각하게 받아들이지 않습니다	trump sees the threat of election defeat not so tight	trump is not taking the threat of election defeat too seriously	-0.7765329857257991	0.448952
de-en	공동위원회는 일자리 창출과 관련하여 추가 사업체의 이동에 관한 질문에 대답 할 수 있도록 올해 봄에 공간 사용 계획을 먼저 다시 그리기로 결정했습니다.	to requests for the establishment of additional businesses , associated with the creation of jobs , to be able to offspring , decided to amend the municipal council , the first in the spring of this year , the newly created land use plan in sub-areas .	so that it would be able to answer questions on the movement of additional businesses , in connection with the creation of jobs , the communal council decided to amend the space usage plan first re-drawn in spring of this year .	-0.7738778276709829	0.313936
de-en	테이프에 붙은 더러운 릭을 가져 와서 다행입니다. '	i &apos;m glad we &apos;ve taken some of these dirty leaks on film . &quot;	i &apos;m glad we got some of those dirty licks caught on tape . &apos;	-0.772106544323895	0.287879
de-en	저녁에는 눈물을 흘리지 말고 매일 밤 몇 시간 동안 깨어 있으십시오. 아침이 오면 알람이 울리기 전에도 잠이 들지 않습니다.	in the evening , you &apos;re loosing forever around , and at night you &apos;re waking up for hours awake , tomorrow is already well before the clock rings can no longer be thinking about sleep .	in the evening your mind won &apos;t stop whirring , you lie awake for hours each night , and by the time morning comes , sleep is far from your mind even well before your alarm goes off .	-0.771017059775685	0.104871
de-en	의사는 코골이가 호흡을 방해하는 환자, 낮 동안 비정상적으로 졸린 느낌이있는 사람, 수면 보행자 또는 수면 장애의 원인을 정확히 찾아 낼 수없는 경우 수면 실험실에서 검사를 권장한다고 Fietze는 설명합니다.	for the investigation in the sleep laboratory physician , rates of dropouts , for example , in the case of snoring with breathing , in the case of pathological daytime sleepiness , in the case of sleepwalkers , or if you don &apos;t find the cause of a sleep disorder , explains fietze .	doctors recommend an examination in a sleep lab for patients whose snoring disrupts their breathing , for people who feel abnormally sleepy during the day , for sleepwalkers , or if the cause of a sleep disorder cannot be pinpointed , explains fietze .	-0.770530495357462	0.216982
de-en	2016 년 10 월 1 일부터 Welschenkahl, Neudorf, Reuth, Azendorf, Lopp, Lindenberg 및 Zultenberg의 개인 및 상업 및 산업 기업이 좀 더 깊이 파고들 것입니다.	1 . october 2016 will have to attack the citizens , as well as the commercial and industrial sectors from welschen kahl , neudorf , reuth , azendorf , lopp , lindenberg and zultenberg deep in the purse .	from 1 october 2016 , individuals and commercial and industrial enterprises from welschenkahl , neudorf , reuth , azendorf , lopp , lindenberg and zultenberg will have to dig a little deeper .	-0.7697640973588579	0.398387
de-en	수치를 실망시킨 Gfk 전무 이사	gfk leads after disappointing business figures	gfk managing director steps down after disappointing figures	-0.7639064104164139	0.236682
de-en	리콜은 한 용어에 대해 소름 끼쳤다.	with the recall action there is eddy around a term .	the recall has led to fuss about one term .	-0.75438465486833	0.188503
de-en	Five-Metre-Long 동물은 필요한 경우이 속도를 2.6km / H까지 올릴 수 있지만이 최대 속도는 물개 속도의 절반입니다.	only if it depends on it , accelerated that five meters long animal on full 2.6 km / h - and is half as fast with this maximum speed as a seal .	the five-metre-long animal can ramp this up to 2.6 km / h if necessary - but this maximum speed is half as fast as a seal .	-0.7494864176240009	0.284541
de-en	뉴욕 : 도널드 트럼프의 캠페인은 노스 캐롤라이나 운영 이사가 2 월에 지프를 운전하면서 직원들에게 총을 쏘았다는 말을들은 후 아무런 조치도 취하지 않은 혐의로 기소됐다.	new york : donald trump &apos;s campaign has been indicted for alleged inaction after she was informed that her campaign manager for north carolina , in february , i directed a gun on an employee while they were in february in a jeep on the road .	new york : donald trump &apos;s campaign was sued for allegedly doing nothing after being told that the director of its north carolina operations pulled a gun on a staffer as they drove in a jeep in february .	-0.744640425482768	0.229699
de-en	마이어 (Mierer) 자동차 판매점에서도 토마스 설츠 (Thomas Sulz)는``최대한 약간의 손실 ''에 대해 이야기했지만``거래가 통과되지 않았다 ''고 인정했습니다.	thomas sulz also speaks of a &quot; maximum slight decline &quot; at the autohaus maier , but also admits that , of course , the &quot; running track &quot; is missing .	even at the maier car dealership , thomas sulz talked of &quot; a slight loss , at the most &quot; , but also admitted that &quot; there had been a lack of passing trade &quot; .	-0.735541645348029	0.107965
de-en	지난 6 월 빅토리아의 비밀 모델 스테파니 시모어는 제너와 동료 기기 하디드 (Gigi Hadid)를``지금의 암캐 ''라고 비난했다.	in june , the former victoria &apos;s secret-model stephanie seymour jenner and her colleague , gigi hadid , criticised and called them &quot; the mistpieces of the moment . &quot;	in june , original victoria &apos;s secret model stephanie seymour criticised jenner and her colleague gigi hadid , calling them the &quot; bitches of the moment . &quot;	-0.7255961460856909	0.345432
de-en	영국에서 등록하면``Eu 패스포트 ''에 필요한 모든 것이 있습니다.	for the so-called eu passport , they are now available in britain .	registration in the uk is all that has been required to date for the &quot; eu passport &quot; .	-0.7229097010838941	0.10838
de-en	보수당 라디오 휴 휴이트 (Hugh Hewitt)는 오바마 대통령이 이시스를 파괴하기를 원한다는 사실을 상기시켜 트럼프 대통령의 발언을 완화 시키려고했을 때 공화당 대통령 후보는이를지지 않을 것이라고 밝혔다.	as the conservative radio moderator hugh hewitt mr. trump to help wanted to weaken the statement somewhat as it of the fact reminded that mr. obama isis to destroy wants to know , wanted the republican presidential candidate nothing of it .	when the conservative radio host hugh hewitt tried to help mr. trump soften the remark by reminding him that mr. obama wants to destroy isis , the republican presidential nominee would not have it .	-0.712286949019697	0.143273
de-en	지난 달, 암하라 마을 곤 다르의 시위대는 티 그레이 인이 소유 한 기업들을 공격했으며 안티 티 그레이 안의 증오가 소셜 미디어에서 점점 더 일반화되고 있습니다.	last month , protesters in gondar , an amusing city , run by tigray , and the hatred of tigray , became increasingly common in the social media .	last month , protesters in gondar , an amhara town , attacked businesses owned by tigrayans , and anti-tigrayan hatred is becoming more common in social media .	-0.690282797393066	0.359156
de-en	코뮌위원회는 가장 최근 세션에서 건축 관련 주제에 중점을 두었습니다.	with issues around building , the council has focused on focusing on the recent meeting .	the commune &apos;s council focused on construction-related topics in its most recent session .	-0.6898121013817011	0.125122
de-en	Fietze는``저희는 낮잠을 자지 마십시오.	“ only please ” fietze make , say no midday sleep .	&quot; just - please don &apos;t take an afternoon nap , &quot; says fietze .	-0.68672501475318	0.101751
de-en	그는 자신의 마음과 영혼을 물 공급 협회에 넣고 마치 자신의 회사 인 것처럼 살았습니다.	he has worked with a lot of heart blood for its water purpose association , and he has lived the water the association is not literally , as if it were his own company .	he put his heart and soul into the water supply association , and lived for it as if it were his own company .	-0.6854196864969011	0.286342
de-en	아이젠 버그 (Eisenberg 's)에서 접시를 치우고 나서 그녀와 코 씨는 집에서 준비한 디저트, 즉 루즈 벨트 대통령이 점심으로 먹은 자두 디저트를 꺼냈다.	after the plates were cleared at eisenberg &apos;s , they moved and coe a dessert that they had prepared at home : the plum dessert , the president roosevelt to lunch .	after the plates were cleared at eisenberg &apos;s , she and mr. coe pulled out a dessert they had prepared at home : the prune dessert that president roosevelt ate for lunch .	-0.684037116060905	0.5067050000000001
de-en	리오 올림픽에서 두 번째 도핑 사건에 이어 케냐의 육상 선수들은 어려움을 겪고 있습니다.	kenya &apos;s athletics threats threaten after the second doping affair at the olympics .	following the second doping scandal at the rio olympics , trouble is looming for kenya &apos;s track and field athletes .	-0.6814553432058521	0.142566
de-en	은행이 무료로 돈을 찾고 있다면``이것은 작은 은행에게는 문제가 될 수 있습니다. ''	&quot; this can become a problem for a small bank &quot; if it hurts money for free .	&quot; that can be a problem for a small bank , &quot; if the bank is looking after their money for free .	-0.676556535599665	0.369193
de-en	물론 사실은 아닙니다. 물론 가입하십시오 .``라고 그녀는 말했습니다.	what is not true at all -- of course , it has been adhered to , &quot; she said .	which is not true at all -- of course you sign up for it , &quot; she said .	-0.6682518139388759	0.562693
de-en	여기로 이사한다면, 술집으로 가득 찬 지역으로 이사하는 사람이 실제로 소음에 대해 불평하지 않아야한다는 것을 알아야합니다.	if you prefer , you should be aware of this - just as someone dragging into a pub district can complain about noise there .	if you move here , you should be aware of that - just like someone who moves into an area full of pubs should know they can &apos;t really complain about the noise .	-0.6648290838413491	0.215069
de-en	마틴은``어제부터 내 시간에 대해 언급하기가 솔직히 어렵다 ''고 말했다.	“ me it falls honestly said heavily to commentate the time trial from yesterday to ” , meant martin .	&quot; it &apos;s honestly hard for me to comment on my time from yesterday , &quot; said martin .	-0.6632370589265589	0.125822
de-en	Pettstadt의 고가 탱크가 Hosepipe로 채워져 있기 때문에 새 봄의 공급조차도 때때로 유지되었습니다.	also , the supply of newbrun can only be upheld because you filled the high-profile containers of petton town with hoses .	even the supply from the new spring was sometimes only maintained because the elevated tank at pettstadt was filled by hosepipe .	-0.6629015819349999	0.0931494
de-en	친절한 스포츠맨에게는 상이 부족하지 않습니다.	awards there is no shortage of the sympathetic sportsman .	the friendly sportsman is not lacking for awards .	-0.662362621449264	0.165904
de-en	앞뒤로 접근하든이 비디오는 Mugger에서 테이블을 돌리는 방법을 보여줍니다.	regardless of whether you will show approaches you from the front or from the rear watch this video to see how you turn around for your robber , the tables .	whether you &apos;re approached from in front or behind , this video will show you how to turn the tables on your mugger .	-0.661165450020459	0.107206
de-en	단순히 도난 당하지 않도록 측정 할 때 아래로 가라 앉아 바퀴가 장갑이 달린 방탄 외장으로 사라집니다.	so that it is not simply stolen , it is lowered in the measuring mode , so that the wheels in the armored and by the way also shuffle-safe outer cover disappear .	to prevent it from simply being stolen , it sinks down when measuring , making its wheels disappear into the armoured , bullet-proof exterior .	-0.659759205432654	0.08968229999999999
de-en	영국 회사 Astrazeneca가 제조하고 상표명 Brilique로 판매하는 Ticagrelor는 응고 가능성을 줄임으로써 이러한 위험을 줄입니다.	ticagrelor , which is manufactured by british company astrazeneca and is displaced under the trade name brilique , reduces this risk by making it more unlikely to educate blood islets .	ticagrelor , which is made by uk firm astrazeneca and sold under the trade name brilique , reduces this risk by making clots less likely .	-0.659165381459471	0.451927
de-en	``우리는 그들의 사회 복지사와 같습니다!``라는 기록에서 동료를 정리합니다.	&quot; we are like their social workers ! &quot; we have a staff of a record pile .	&quot; we &apos;re like their social workers ! &quot; pipes up a co-worker from a stack of records .	-0.654012332237191	0.353787
de-en	크라우트 만은 리빙스턴 근처의 한 관측자는 자정부터 금요일 아침까지 13.75 인치의 비가 내렸다고 말했다.	according to herb man an observer announced in close proximity to livingstone from midnight to friday tomorrow from 13,75 duty rain .	krautmann says one observer near livingston reported 13.75 inches of rain from midnight to friday morning .	-0.644747694176775	0.173371
de-en	Phillip에 도달하려는 시도가 실패했습니다.	attempts to contact philip were just as wrong .	attempts to reach phillip were unsuccessful .	-0.6438028177848609	0.211053
de-en	금요일 아침 8시 50 분경에 린든 웨 그의 아파트 건물에있는 두 명의 알 수없는 남자가 아파트에 침입했습니다.	two unknown men were forcibly invaded in an apartment in a multi-family house in the lime tree on friday morning at 8 : 50 a.m .	two unknown men broke into an apartment in an apartment building in lindenweg on friday morning at around 8.50am .	-0.641280644828014	0.245154
de-en	그리고이 정맥에서 그는 25,000 유로의 상금을 곧바로 통과 시켰습니다.	and so he gave the prize money of 25,000 euros the same .	and in this vein , he passed the prize money of 25,000 euros on straight away .	-0.638988828290685	0.34754
de-en	뛰어난 Mitchell 태클은 Man-Mountain Leone Nakarawa가 3 점을 얻지 못하도록 막았지만 피지 만 지연시켰다.	a hevorraging tackle of mitchell stopped the mountain of man leone nakarawa reaching a third gate , but it only held up fiji .	a superb mitchell tackle stopped the man-mountain leone nakarawa from scoring a third but it was only delaying fiji .	-0.6300026096237671	0.131215
de-en	그러나 트럼프 대통령의 농담은 대통령 선거 마지막 몇 달 동안 철저한 조사에 직면 해 있었지만 그의 충성스러운 동맹국은 그의 도발이 아무리 도발적이더라도 공개적으로 그를 대항해야하는 불편한 입장에 처하게되었다.	but while he is stepping up in the focus of attention in recent months of his presidential campaign , mr. trump &apos;s henchmen have brought his loyal fellow protesters into the uncomfortable situation to face him , regardless of how provocative his statements may be .	but as he faces heightened scrutiny during the final months of the presidential campaign , mr. trump &apos;s jokes have put his loyal allies in the uncomfortable position of having to publicly stand up for him no matter how provocative his remarks .	-0.6270081795696121	0.204508
de-en	그는 국가가 신중하게 해결하고 테러 위협에 대응해야한다고 말했다.	the state must prudently and determined at the same time on terrorist threats to respond .	he said that the state must react to the threat of terrorism with prudence and resolve .	-0.619408940230006	0.159945
de-en	그는 단지``진리를 말하고있다 ''고 말했다.	he does nothing other than &quot; tell the truth . &quot;	he said he was just &quot; telling the truth &quot; .	-0.619303607562824	0.18528
de-en	그것이 제가 올해 여자 올림픽 체조 팀이라고 부르는 것입니다.	this is what i me women olympic team in gymnastics to introduce , and for more than one reason .	that &apos;s what i call this year &apos;s women &apos;s olympic gymnastics team and for more reasons than one .	-0.61539329326238	0.17669
